alpha,beta,eta,lambda,gamma,epsilon,iota,delta,mu,omicron,alpha_rel,beta_rel,eta_rel,lambda_rel,gamma_rel,epsilon_rel,iota_rel,delta_rel,mu_rel,omicron_rel,other,other_rel,sum,date
13.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.8553791887125222,0.059964726631393295,0.024691358024691357,0.0,0.0,0.0,0.0,0.059964726631393295,0.0,0.0,0.0,0.0,15.0,2021-01-18
19.0,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.9239506172839507,0.03901234567901234,0.024691358024691357,0.0,0.0,0.0,0.0,0.012345679012345678,0.0,0.0,0.0,0.0,21.0,2021-01-19
21.0,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.9054320987654321,0.03901234567901234,0.024691358024691357,0.0,0.0,0.0,0.0,0.030864197530864196,0.0,0.0,0.0,0.0,23.333333333333332,2021-01-20
18.0,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.8807407407407407,0.08222222222222221,0.0,0.0,0.0,0.0,0.0,0.018518518518518517,0.0,0.0,0.3333333333333333,0.018518518518518517,20.333333333333332,2021-01-21
18.666666666666668,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.8827160493827161,0.08024691358024691,0.0,0.0,0.0,0.0,0.0,0.018518518518518517,0.0,0.0,0.3333333333333333,0.018518518518518517,21.0,2021-01-22
14.666666666666666,3.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.7345679012345679,0.21358024691358027,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.0,0.0,0.3333333333333333,0.018518518518518517,18.333333333333332,2021-01-23
12.0,2.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.6975308641975309,0.23209876543209876,0.0,0.0,0.0,0.0,0.0,0.07037037037037037,0.0,0.0,0.0,0.0,15.333333333333334,2021-01-24
21.333333333333332,3.6666666666666665,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6833333333333332,0.2351851851851852,0.005555555555555556,0.0,0.0,0.0,0.0,0.07592592592592592,0.0,0.0,0.0,0.0,26.333333333333332,2021-01-25
31.666666666666668,2.3333333333333335,0.6666666666666666,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.8409909909909908,0.10185185185185185,0.014564564564564564,0.0,0.0,0.0,0.0,0.04259259259259259,0.0,0.0,0.0,0.0,35.333333333333336,2021-01-26
41.333333333333336,3.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.9033216142972241,0.06029810298102981,0.030824727166190582,0.0,0.0,0.0,0.0,0.005555555555555556,0.0,0.0,0.0,0.0,46.0,2021-01-27
54.666666666666664,1.6666666666666667,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9252037004650245,0.03592168574746972,0.03547325324328809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.003401360544217687,58.666666666666664,2021-01-28
61.666666666666664,4.333333333333333,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.888758164019488,0.07632572615151012,0.03151474928478413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.003401360544217687,68.33333333333333,2021-01-29
56.0,3.6666666666666665,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9042053184910328,0.07713873428159142,0.015254586683158112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.003401360544217687,61.333333333333336,2021-01-30
30.333333333333332,3.6666666666666665,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9016042780748664,0.09334521687462864,0.005050505050505051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.333333333333336,2021-01-31
45.666666666666664,3.0,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.9148950808393533,0.07048503611971103,0.008771929824561403,0.005847953216374269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.333333333333336,2021-02-01
95.0,3.0,1.6666666666666667,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.9403852769177847,0.04107327141382869,0.012693498452012383,0.005847953216374269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.33333333333333,2021-02-02
118.33333333333333,6.333333333333333,2.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.9133264533883728,0.05813209494324045,0.016026831785345717,0.005847953216374269,0.0033333333333333335,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0033333333333333335,128.0,2021-02-03
128.33333333333334,5.666666666666667,1.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.9334129013924409,0.05025007104290991,0.00967036089798238,0.0,0.0033333333333333335,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0033333333333333335,136.0,2021-02-04
113.66666666666667,7.0,2.3333333333333335,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.9114052923786863,0.061253875549787305,0.018186603215805033,0.0,0.0033333333333333335,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0058208955223880594,124.0,2021-02-05
102.0,4.0,2.3333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9395534405268343,0.0369328878954663,0.021026109388644538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0024875621890547263,108.66666666666667,2021-02-06
68.66666666666667,2.6666666666666665,2.3333333333333335,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.9325831161652057,0.027271052146674035,0.02813445997525599,0.0,0.0,0.0,0.0,0.009523809523809523,0.0,0.0,0.3333333333333333,0.0024875621890547263,74.33333333333333,2021-02-07
80.33333333333333,1.6666666666666667,2.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.9406084656084656,0.01829805996472663,0.023633156966490296,0.001984126984126984,0.001984126984126984,0.0,0.0,0.009523809523809523,0.0,0.0,0.6666666666666666,0.003968253968253968,85.66666666666667,2021-02-08
124.66666666666667,3.0,2.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.9452380952380953,0.01636904761904762,0.01919642857142857,0.0037202380952380946,0.001984126984126984,0.0,0.0,0.009523809523809523,0.0,0.0,0.6666666666666666,0.003968253968253968,131.66666666666666,2021-02-09
173.66666666666666,5.333333333333333,2.0,1.0,2.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.9370748299319728,0.028273809523809524,0.011373299319727892,0.005420918367346939,0.010487528344671202,0.003401360544217687,0.0,0.0,0.0,0.0,0.6666666666666666,0.003968253968253968,185.33333333333334,2021-02-10
193.33333333333334,6.666666666666667,1.3333333333333333,1.0,1.6666666666666667,1.0,0.0,0.0,0.0,0.0,0.9427475101641244,0.03260043003985735,0.006373648945628178,0.0049052201644240664,0.008503401360544218,0.004869789325421799,0.0,0.0,0.0,0.0,0.0,0.0,205.0,2021-02-11
207.33333333333334,7.666666666666667,2.6666666666666665,0.6666666666666666,2.0,1.0,0.0,0.0,0.0,0.0,0.9345978315599003,0.03458045758806672,0.011524590176114865,0.003169109053312956,0.009880811828863778,0.004869789325421799,0.0,0.0,0.0,0.0,0.3333333333333333,0.0013774104683195593,221.66666666666666,2021-02-12
182.33333333333334,6.0,3.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.9466572007621267,0.02873630174391088,0.015884515964612083,0.0014684287812041117,0.004407713498622589,0.0014684287812041117,0.0,0.0,0.0,0.0,0.3333333333333333,0.0013774104683195593,193.0,2021-02-13
121.0,3.6666666666666665,3.3333333333333335,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.9257728803183349,0.018457300275482095,0.04072543617998164,0.0,0.004407713498622589,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.010636669727578818,129.33333333333334,2021-02-14
131.0,4.0,3.3333333333333335,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.9282036046741929,0.018315508021390373,0.039965834818776,0.0,0.004255793226381462,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.009259259259259259,139.33333333333334,2021-02-15
180.66666666666666,4.666666666666667,4.333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.9295186418382867,0.017286348501664817,0.04019453693427056,0.0,0.0024833518312985573,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.010517120894479384,191.0,2021-02-16
253.0,7.0,5.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.9512300083772395,0.026226322958880655,0.018802455197361238,0.0,0.0024833518312985573,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0012578616352201257,266.0,2021-02-17
257.3333333333333,5.666666666666667,3.6666666666666665,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.9600464846080196,0.021165665602412887,0.013874044984355174,0.0011990407673860913,0.0012578616352201257,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.002456902402606217,268.0,2021-02-18
271.6666666666667,8.333333333333334,2.3333333333333335,1.0,1.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.9518703839790886,0.02871283541373364,0.00863295483760465,0.003295476826086301,0.003144654088050314,0.0,0.0010482180293501049,0.0,0.0,0.0,1.0,0.003295476826086301,285.6666666666667,2021-02-19
233.0,8.0,0.6666666666666666,1.0,1.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.9528075652685398,0.0341613501651509,0.002247258796736196,0.003295476826086301,0.003144654088050314,0.0,0.0010482180293501049,0.0,0.0,0.0,1.0,0.003295476826086301,245.0,2021-02-20
162.66666666666666,6.333333333333333,2.6666666666666665,1.0,1.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.9104588355566573,0.031798023435230485,0.034864643150123054,0.006927353933096345,0.00797557196244645,0.0,0.0010482180293501049,0.0,0.0,0.0,1.0,0.006927353933096345,175.33333333333334,2021-02-21
220.0,5.333333333333333,3.0,1.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.9221408356606128,0.02541775419046725,0.03519383558909251,0.006897033576875475,0.004830917874396135,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0055196231085559155,230.66666666666666,2021-02-22
283.0,5.666666666666667,3.6666666666666665,1.6666666666666667,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.9235940014861613,0.017994439111187387,0.037183885340336294,0.007892058452497365,0.004830917874396135,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,0.008504697735421587,296.0,2021-02-23
418.3333333333333,7.666666666666667,4.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.9629599934213232,0.017984457875909708,0.008877102092841578,0.003061140578101229,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.00711730603182435,434.3333333333333,2021-02-24
408.3333333333333,8.333333333333334,5.666666666666667,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.9580731806293721,0.019757125261225316,0.01257215539263796,0.0017196625567813108,0.0,0.0,0.0,0.0,0.0,0.0,3.3333333333333335,0.007877876159983411,426.3333333333333,2021-02-25
419.0,12.333333333333334,6.333333333333333,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.9465756942393327,0.029371357763634736,0.014072507037554737,0.0024698383792396993,0.0017452006980802793,0.0,0.0,0.0,0.0,0.0,2.6666666666666665,0.005765401882157878,442.0,2021-02-26
309.3333333333333,11.0,4.0,1.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.9461654017594077,0.031642619706076555,0.01092693135812993,0.004833904573093128,0.0017452006980802793,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.004685941905212408,327.6666666666667,2021-02-27
194.0,9.0,1.6666666666666667,2.3333333333333335,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.9232875549685176,0.039544621086338806,0.005854467590013987,0.016807679590346406,0.0017452006980802793,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,0.012760476066703089,209.33333333333334,2021-02-28
229.66666666666666,12.333333333333334,2.0,1.6666666666666667,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,0.9198873627535699,0.04218323963681605,0.005677518811480996,0.015062478892266128,0.001325381047051027,0.0019880715705765406,0.0,0.0,0.0,0.0,2.3333333333333335,0.013875947288239493,249.66666666666666,2021-03-01
327.6666666666667,18.666666666666668,2.3333333333333335,1.6666666666666667,2.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.9089280817557709,0.05089563875640519,0.00475023422682297,0.0134168035030104,0.004198944265441831,0.0019880715705765406,0.0007183908045977011,0.0,0.0,0.0,3.6666666666666665,0.01510383511737457,357.3333333333333,2021-03-02
466.0,23.0,5.333333333333333,0.6666666666666666,3.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.9261131107489179,0.04609273358449633,0.010285289577376476,0.0013333969546592019,0.006043962715626333,0.0019880715705765406,0.0007183908045977011,0.0,0.0,0.0,3.6666666666666665,0.007425044043749549,503.0,2021-03-03
482.6666666666667,16.333333333333332,5.0,0.6666666666666666,2.3333333333333335,0.0,0.3333333333333333,0.0,0.0,0.0,0.9438259356338902,0.0325673080227498,0.009501881235523734,0.0013333969546592019,0.0047185816685753066,0.0,0.0007183908045977011,0.0,0.0,0.0,3.6666666666666665,0.0073345056800041275,511.0,2021-03-04
527.6666666666666,15.333333333333334,6.666666666666667,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.9500175513644864,0.027353568738545744,0.011966994832571362,0.0006150061500615006,0.0018450184501845018,0.0,0.0,0.0,0.0,0.0,4.666666666666667,0.008201860464150515,555.6666666666666,2021-03-05
448.6666666666667,10.333333333333334,5.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.955669544504136,0.019804584798002112,0.011126775162769033,0.0,0.0,0.0011737089201877935,0.0,0.0,0.0,0.0,5.333333333333333,0.012225386614904979,469.6666666666667,2021-03-06
331.6666666666667,9.0,4.666666666666667,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.9425339076537469,0.023801907658128906,0.014410684375366299,0.001937984496124031,0.0,0.0011737089201877935,0.0,0.0,0.0,0.0,5.333333333333333,0.016141806896445954,351.3333333333333,2021-03-07
395.3333333333333,9.333333333333334,3.6666666666666665,1.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.9447144816144686,0.021596793475984376,0.012185938016083434,0.002776558919604115,0.0012578616352201257,0.0011737089201877935,0.0,0.0,0.0,0.0,6.333333333333333,0.016294657418451524,417.0,2021-03-08
551.6666666666666,12.333333333333334,3.6666666666666665,2.0,1.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.9490794513895461,0.023304424885355637,0.009234021725310473,0.004083748462087775,0.0016935914827146791,0.0,0.0,0.00043572984749455336,0.0,0.0,6.0,0.012169032207490766,577.3333333333334,2021-03-09
717.3333333333334,18.0,7.0,1.6666666666666667,1.6666666666666667,0.0,0.0,0.3333333333333333,0.0,0.0,0.9527555136715923,0.024120710618680083,0.00962828218154201,0.0021457639659637436,0.002171146401530343,0.0,0.0,0.00043572984749455336,0.0,0.0,6.666666666666667,0.008742853313196993,752.6666666666666,2021-03-10
633.6666666666666,15.666666666666666,6.666666666666667,1.6666666666666667,1.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.9531748008833323,0.023911067012810056,0.00983792578741203,0.0025650511777037858,0.00154221558392028,0.0006289308176100629,0.0,0.00043572984749455336,0.0,0.0,5.0,0.00790427888971691,664.3333333333334,2021-03-11
587.6666666666666,21.666666666666668,9.666666666666666,1.6666666666666667,1.6666666666666667,0.3333333333333333,0.0,0.0,0.0,0.0,0.9343151474236966,0.03381090188372262,0.014650730048467606,0.002770720939304846,0.0026193450405104465,0.0006289308176100629,0.0,0.0,0.0,0.0,7.0,0.011204223846687763,629.6666666666666,2021-03-12
478.6666666666667,15.666666666666666,5.333333333333333,1.6666666666666667,1.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.9499028831270749,0.027296709637841893,0.008442516103863975,0.002770720939304846,0.002141790121694783,0.0006289308176100629,0.0,0.0,0.0,0.0,5.333333333333333,0.008816449252609444,508.3333333333333,2021-03-13
374.0,14.666666666666666,4.333333333333333,1.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.948012961665202,0.03570435693594259,0.006555723651033788,0.0031712340967878713,0.0015128593040847202,0.0,0.0,0.0,0.0,0.0,3.3333333333333335,0.005042864346949067,398.6666666666667,2021-03-14
482.3333333333333,17.0,4.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.9581381117352133,0.03309691448731197,0.0040609137055837565,0.001996784268168464,0.00033840947546531303,0.0,0.0,0.0,0.0,0.0,2.3333333333333335,0.0023688663282571912,506.6666666666667,2021-03-15
658.6666666666666,26.0,8.0,1.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.9427587826740375,0.04043530787597324,0.008446878617864457,0.002362281344191856,0.0014349007035354886,0.0,0.0,0.0,0.0,0.0,4.333333333333333,0.004561848784397542,699.3333333333334,2021-03-16
868.3333333333334,30.0,11.666666666666666,1.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.945109432525555,0.03237869173188746,0.012710444509337325,0.0010915034507135112,0.0014349007035354886,0.0,0.0,0.0,0.0,0.0,6.666666666666667,0.0072750270789711845,919.0,2021-03-17
882.0,23.333333333333332,12.0,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,0.9527849908674835,0.025501631445115764,0.012965599860858483,0.000753093975248198,0.0010964912280701754,0.0,0.0,0.0,0.0,0.0,6.333333333333333,0.006898192623223953,925.3333333333334,2021-03-18
887.6666666666666,20.666666666666668,10.333333333333334,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.9582978384496043,0.022559260016909954,0.011132516057257577,0.0003875968992248062,0.0007293946024799417,0.0,0.0,0.0,0.0,0.0,6.333333333333333,0.006893393974523428,926.0,2021-03-19
767.6666666666666,18.0,9.333333333333334,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9531008759436718,0.023555937757773735,0.012311127036533009,0.002040816326530612,0.001409666711323479,0.0,0.0,0.0,0.0,0.0,5.666666666666667,0.0075815762241674715,802.6666666666666,2021-03-20
530.0,16.666666666666668,7.333333333333333,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.9363792320532834,0.03344350814527987,0.016358259891017104,0.002040816326530612,0.004993896102004483,0.0,0.0,0.0,0.0,0.0,4.0,0.006784287481884512,561.0,2021-03-21
668.0,21.0,10.666666666666666,1.3333333333333333,1.6666666666666667,0.0,0.0,0.3333333333333333,0.0,0.0,0.9323849537606126,0.033859578800766406,0.017962874502562304,0.0022853748983085527,0.004509060071302483,0.0,0.0,0.00024455857177794083,0.0,0.0,7.666666666666667,0.008753599394669681,710.6666666666666,2021-03-22
727.6666666666666,27.333333333333332,13.333333333333334,0.3333333333333333,1.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.9235161851404685,0.04002763803587272,0.020128876424015618,0.00024455857177794083,0.0038287879624589447,0.0,0.00047551117451260106,0.00024455857177794083,0.0,0.0,10.333333333333334,0.011533884119115809,781.0,2021-03-23
924.0,32.666666666666664,15.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,1.0,0.0,0.0,0.9321454768360723,0.03526063955524539,0.01622001749683641,0.00024455857177794083,0.0006157538204787574,0.0,0.00047551117451260106,0.0009869490691795742,0.0,0.0,13.333333333333334,0.014051093475896975,987.3333333333334,2021-03-24
